ANO;Municipio;Regiao;V1;V2;V3;V4;V5;V6;V7
2013;São Sebastião da Amoreira;41018_18ª RS Cornélio Procópio;254.6;0;0;1;10;1;0
2014;São Sebastião da Amoreira;41018_18ª RS Cornélio Procópio;140.9;0;0;0;8;2;1
2015;São Sebastião da Amoreira;41018_18ª RS Cornélio Procópio;169.5;2;2;0;7;4;0
2016;São Sebastião da Amoreira;41018_18ª RS Cornélio Procópio;250.1;1;1;0;12;4;0
2017;São Sebastião da Amoreira;41018_18ª RS Cornélio Procópio;208.2;3;3;0;5;9;0
2013;Sapopema;41018_18ª RS Cornélio Procópio;41.7;0;0;0;7;0;0
2014;Sapopema;41018_18ª RS Cornélio Procópio;40.6;0;0;1;12;2;0
2015;Sapopema;41018_18ª RS Cornélio Procópio;53.7;0;0;0;7;0;1
2016;Sapopema;41018_18ª RS Cornélio Procópio;53.1;0;0;0;9;3;1
2017;Sapopema;41018_18ª RS Cornélio Procópio;53.5;0;0;0;6;2;1
2013;Sertaneja;41018_18ª RS Cornélio Procópio;488.1;6;3;0;11;0;0
2014;Sertaneja;41018_18ª RS Cornélio Procópio;408.6;5;4;2;8;0;0
2015;Sertaneja;41018_18ª RS Cornélio Procópio;433.4;0;0;0;9;0;0
2016;Sertaneja;41018_18ª RS Cornélio Procópio;473.6;0;0;1;6;1;0
2017;Sertaneja;41018_18ª RS Cornélio Procópio;495.6;3;1;1;10;4;0
2013;Uraí;41018_18ª RS Cornélio Procópio;255.9;0;0;0;22;2;3
2014;Uraí;41018_18ª RS Cornélio Procópio;183.6;0;0;0;14;1;0
2015;Uraí;41018_18ª RS Cornélio Procópio;202.5;2;2;0;29;0;0
2016;Uraí;41018_18ª RS Cornélio Procópio;214.4;0;0;0;16;0;2
2017;Uraí;41018_18ª RS Cornélio Procópio;232.4;1;1;0;23;1;2
2013;Barra do Jacaré;41019_19ª RS Jacarezinho;83.5;0;0;0;1;0;0
2014;Barra do Jacaré;41019_19ª RS Jacarezinho;61.5;0;0;0;0;0;1
2015;Barra do Jacaré;41019_19ª RS Jacarezinho;69.6;0;0;0;2;0;0
2016;Barra do Jacaré;41019_19ª RS Jacarezinho;77.1;0;0;0;3;0;0
2017;Barra do Jacaré;41019_19ª RS Jacarezinho;89.4;0;0;1;5;0;0
2013;Cambará;41019_19ª RS Jacarezinho;230.9;0;0;1;33;0;1
2014;Cambará;41019_19ª RS Jacarezinho;219.9;2;2;1;36;4;0
2015;Cambará;41019_19ª RS Jacarezinho;266.3;0;0;2;37;4;0
2016;Cambará;41019_19ª RS Jacarezinho;275.2;0;0;0;40;1;0
2017;Cambará;41019_19ª RS Jacarezinho;279;2;1;1;37;3;2
2013;Carlópolis;41019_19ª RS Jacarezinho;86.8;0;0;0;13;0;1
2014;Carlópolis;41019_19ª RS Jacarezinho;77.9;0;0;2;14;2;4
2015;Carlópolis;41019_19ª RS Jacarezinho;81.3;0;0;1;17;0;5
2016;Carlópolis;41019_19ª RS Jacarezinho;78.8;0;0;1;13;0;3
2017;Carlópolis;41019_19ª RS Jacarezinho;93.9;1;0;1;19;2;0
2013;Conselheiro Mairinck;41019_19ª RS Jacarezinho;70.9;0;0;0;4;0;3
2014;Conselheiro Mairinck;41019_19ª RS Jacarezinho;40.2;0;0;1;6;0;0
2015;Conselheiro Mairinck;41019_19ª RS Jacarezinho;57.8;0;0;0;11;1;1
2016;Conselheiro Mairinck;41019_19ª RS Jacarezinho;101.8;0;0;0;2;0;0
2017;Conselheiro Mairinck;41019_19ª RS Jacarezinho;77.1;0;0;0;6;0;1
2013;Figueira;41019_19ª RS Jacarezinho;20.2;0;0;0;13;1;3
2014;Figueira;41019_19ª RS Jacarezinho;10.2;0;0;0;8;0;0
2015;Figueira;41019_19ª RS Jacarezinho;20.4;0;0;1;17;1;1
2016;Figueira;41019_19ª RS Jacarezinho;31.1;1;1;0;6;0;3
2017;Figueira;41019_19ª RS Jacarezinho;27.1;0;0;1;20;1;0
2013;Guapirama;41019_19ª RS Jacarezinho;61.8;0;0;1;5;0;0
2014;Guapirama;41019_19ª RS Jacarezinho;25;0;0;0;7;3;1
2015;Guapirama;41019_19ª RS Jacarezinho;32.5;0;0;0;6;0;0
2016;Guapirama;41019_19ª RS Jacarezinho;53.2;0;0;1;3;0;2
2017;Guapirama;41019_19ª RS Jacarezinho;46.2;1;1;0;7;0;2
2013;Ibaiti;41019_19ª RS Jacarezinho;137.8;1;1;0;41;3;4
2014;Ibaiti;41019_19ª RS Jacarezinho;103.9;3;1;2;32;13;1
2015;Ibaiti;41019_19ª RS Jacarezinho;153.2;1;1;3;42;12;3
2016;Ibaiti;41019_19ª RS Jacarezinho;199.7;2;0;4;34;10;2
2017;Ibaiti;41019_19ª RS Jacarezinho;174;1;1;2;27;10;2
2013;Jaboti;41019_19ª RS Jacarezinho;30.7;0;0;1;9;0;0
2014;Jaboti;41019_19ª RS Jacarezinho;35.4;0;0;0;5;0;0
2015;Jaboti;41019_19ª RS Jacarezinho;33.8;0;0;1;7;0;0
2016;Jaboti;41019_19ª RS Jacarezinho;34.6;0;0;0;6;0;0
2017;Jaboti;41019_19ª RS Jacarezinho;35;0;0;1;7;0;0
2013;Jacarezinho;41019_19ª RS Jacarezinho;85.2;1;0;1;49;27;2
2014;Jacarezinho;41019_19ª RS Jacarezinho;56;1;0;1;61;25;3
2015;Jacarezinho;41019_19ª RS Jacarezinho;58.8;0;0;1;54;17;3
2016;Jacarezinho;41019_19ª RS Jacarezinho;67.5;0;0;1;56;6;0
2017;Jacarezinho;41019_19ª RS Jacarezinho;59.4;5;0;3;47;18;3
2013;Japira;41019_19ª RS Jacarezinho;48.2;0;0;1;7;0;1
2014;Japira;41019_19ª RS Jacarezinho;66.7;0;0;0;5;1;1
2015;Japira;41019_19ª RS Jacarezinho;98.7;0;0;0;3;0;0
2016;Japira;41019_19ª RS Jacarezinho;87.9;0;0;0;7;3;1
2017;Japira;41019_19ª RS Jacarezinho;86.4;1;1;0;6;1;0
2013;Joaquim Távora;41019_19ª RS Jacarezinho;28.5;0;0;2;9;2;1
2014;Joaquim Távora;41019_19ª RS Jacarezinho;30.8;1;0;0;14;0;0
2015;Joaquim Távora;41019_19ª RS Jacarezinho;37.3;2;2;0;14;0;1
2016;Joaquim Távora;41019_19ª RS Jacarezinho;38.5;1;0;1;17;0;3
2017;Joaquim Távora;41019_19ª RS Jacarezinho;46.6;0;0;1;12;1;2
2013;Jundiaí do Sul;41019_19ª RS Jacarezinho;65.1;0;0;1;4;0;0
2014;Jundiaí do Sul;41019_19ª RS Jacarezinho;34.2;0;0;0;2;0;0
2015;Jundiaí do Sul;41019_19ª RS Jacarezinho;48.9;0;0;0;4;0;0
2016;Jundiaí do Sul;41019_19ª RS Jacarezinho;62.9;0;0;0;2;0;0
2017;Jundiaí do Sul;41019_19ª RS Jacarezinho;74;0;0;0;6;1;0
2013;Pinhalão;41019_19ª RS Jacarezinho;73.1;0;0;0;10;0;0
2014;Pinhalão;41019_19ª RS Jacarezinho;48.9;0;0;0;7;1;0
2015;Pinhalão;41019_19ª RS Jacarezinho;54.7;0;0;1;5;1;1
2016;Pinhalão;41019_19ª RS Jacarezinho;54.4;0;0;0;8;0;1
2017;Pinhalão;41019_19ª RS Jacarezinho;46.9;0;0;0;8;0;0
2013;Quatiguá;41019_19ª RS Jacarezinho;3;2;1;0;10;1;0
2014;Quatiguá;41019_19ª RS Jacarezinho;2.8;3;2;1;12;0;0
2015;Quatiguá;41019_19ª RS Jacarezinho;3.2;0;0;0;12;2;0
2016;Quatiguá;41019_19ª RS Jacarezinho;4.4;1;1;4;11;3;2
2017;Quatiguá;41019_19ª RS Jacarezinho;4.6;1;1;0;9;4;1
2013;Ribeirão Claro;41019_19ª RS Jacarezinho;29.1;0;0;0;18;1;1
2014;Ribeirão Claro;41019_19ª RS Jacarezinho;23.9;0;0;0;20;0;1
2015;Ribeirão Claro;41019_19ª RS Jacarezinho;21.4;0;0;0;15;0;0
2016;Ribeirão Claro;41019_19ª RS Jacarezinho;24.4;0;0;1;17;0;1
2017;Ribeirão Claro;41019_19ª RS Jacarezinho;17.7;0;0;2;12;3;0
2013;Salto do Itararé;41019_19ª RS Jacarezinho;25.3;0;0;1;5;0;2
2014;Salto do Itararé;41019_19ª RS Jacarezinho;25.2;0;0;0;8;0;0
2015;Salto do Itararé;41019_19ª RS Jacarezinho;18.2;0;0;0;10;0;0
2016;Salto do Itararé;41019_19ª RS Jacarezinho;22.8;0;0;1;7;0;0
2017;Salto do Itararé;41019_19ª RS Jacarezinho;26.1;0;0;0;7;0;0
2013;Santana do Itararé;41019_19ª RS Jacarezinho;155.5;0;0;0;5;0;1
2014;Santana do Itararé;41019_19ª RS Jacarezinho;154.2;0;0;0;4;0;0
2015;Santana do Itararé;41019_19ª RS Jacarezinho;183.4;0;0;0;5;0;0
2016;Santana do Itararé;41019_19ª RS Jacarezinho;165.2;0;0;0;9;0;0
2017;Santana do Itararé;41019_19ª RS Jacarezinho;157.7;0;0;0;5;0;1
2013;Santo Antônio da Platina;41019_19ª RS Jacarezinho;185.2;0;0;1;43;8;3
2014;Santo Antônio da Platina;41019_19ª RS Jacarezinho;130.8;0;0;4;55;0;2
2015;Santo Antônio da Platina;41019_19ª RS Jacarezinho;157.3;0;0;2;53;3;3
2016;Santo Antônio da Platina;41019_19ª RS Jacarezinho;190.8;0;0;4;53;4;5
2017;Santo Antônio da Platina;41019_19ª RS Jacarezinho;202.4;1;1;4;69;1;1
2013;São José da Boa Vista;41019_19ª RS Jacarezinho;234.5;0;0;2;4;0;1
2014;São José da Boa Vista;41019_19ª RS Jacarezinho;252;0;0;0;6;1;0
2015;São José da Boa Vista;41019_19ª RS Jacarezinho;224.4;0;0;0;9;1;0
2016;São José da Boa Vista;41019_19ª RS Jacarezinho;219.9;0;0;0;4;0;0
2017;São José da Boa Vista;41019_19ª RS Jacarezinho;235.3;0;0;1;4;0;1
2013;Siqueira Campos;41019_19ª RS Jacarezinho;49.6;0;0;0;26;10;3
2014;Siqueira Campos;41019_19ª RS Jacarezinho;38.3;0;0;0;19;8;5
2015;Siqueira Campos;41019_19ª RS Jacarezinho;39.2;0;0;1;16;0;2
2016;Siqueira Campos;41019_19ª RS Jacarezinho;26.5;0;0;1;30;1;2
2017;Siqueira Campos;41019_19ª RS Jacarezinho;32.8;1;1;0;23;21;2
2013;Tomazina;41019_19ª RS Jacarezinho;120.5;0;0;0;13;1;1
2014;Tomazina;41019_19ª RS Jacarezinho;101.8;0;0;0;13;1;3
2015;Tomazina;41019_19ª RS Jacarezinho;113;0;0;0;7;0;0
2016;Tomazina;41019_19ª RS Jacarezinho;136.8;0;0;0;12;0;1
2017;Tomazina;41019_19ª RS Jacarezinho;152.9;1;0;0;8;0;0
2013;Wenceslau Braz;41019_19ª RS Jacarezinho;287.8;0;0;1;26;2;1
2014;Wenceslau Braz;41019_19ª RS Jacarezinho;296.8;0;0;1;23;0;1
2015;Wenceslau Braz;41019_19ª RS Jacarezinho;319;0;0;1;22;2;0
2016;Wenceslau Braz;41019_19ª RS Jacarezinho;318.4;0;0;3;22;1;5
2017;Wenceslau Braz;41019_19ª RS Jacarezinho;299.8;0;0;0;26;1;4
2013;Assis Chateaubriand;41020_20ª RS Toledo;1673.5;1;0;4;36;2;1
2014;Assis Chateaubriand;41020_20ª RS Toledo;1695.8;2;2;0;45;2;0
2015;Assis Chateaubriand;41020_20ª RS Toledo;1694.1;8;3;2;50;0;3
2016;Assis Chateaubriand;41020_20ª RS Toledo;1435.1;1;0;0;40;19;1
2017;Assis Chateaubriand;41020_20ª RS Toledo;1436.1;0;0;3;44;35;2
2013;Diamante D'Oeste;41020_20ª RS Toledo;32.3;0;0;1;4;0;1
2014;Diamante D'Oeste;41020_20ª RS Toledo;46.5;0;0;1;7;1;0
2015;Diamante D'Oeste;41020_20ª RS Toledo;55.7;1;0;0;7;1;0
2016;Diamante D'Oeste;41020_20ª RS Toledo;52.1;0;0;0;6;0;0
2017;Diamante D'Oeste;41020_20ª RS Toledo;63.3;1;1;0;10;0;0
2013;Entre Rios do Oeste;41020_20ª RS Toledo;153.4;0;0;0;3;0;0
2014;Entre Rios do Oeste;41020_20ª RS Toledo;128.8;0;0;0;4;0;0
2015;Entre Rios do Oeste;41020_20ª RS Toledo;150.9;0;0;0;4;3;1
2016;Entre Rios do Oeste;41020_20ª RS Toledo;90;0;0;0;1;5;3
2017;Entre Rios do Oeste;41020_20ª RS Toledo;105.3;0;0;0;7;0;0
2013;Guaíra;41020_20ª RS Toledo;544.3;0;0;1;34;0;3
2014;Guaíra;41020_20ª RS Toledo;771.4;0;0;1;42;1;5
2015;Guaíra;41020_20ª RS Toledo;852.6;1;1;1;30;7;8
2016;Guaíra;41020_20ª RS Toledo;602.4;2;1;4;38;12;2
2017;Guaíra;41020_20ª RS Toledo;579.4;0;0;3;46;11;3
2013;Marechal Cândido Rondon;41020_20ª RS Toledo;1218.3;0;0;2;61;2;3
2014;Marechal Cândido Rondon;41020_20ª RS Toledo;1052.9;0;0;4;72;2;7
2015;Marechal Cândido Rondon;41020_20ª RS Toledo;1110.2;1;1;5;66;10;8
2016;Marechal Cândido Rondon;41020_20ª RS Toledo;626.5;0;0;2;70;24;5
2017;Marechal Cândido Rondon;41020_20ª RS Toledo;681.5;3;0;7;76;38;9
2013;Maripá;41020_20ª RS Toledo;235.3;0;0;0;8;0;0
2014;Maripá;41020_20ª RS Toledo;217.5;0;0;0;5;6;1
2015;Maripá;41020_20ª RS Toledo;349.7;1;0;1;10;3;0
2016;Maripá;41020_20ª RS Toledo;479.9;2;1;0;9;4;1
2017;Maripá;41020_20ª RS Toledo;414.6;0;0;0;12;6;0
2013;Mercedes;41020_20ª RS Toledo;348.2;0;0;0;12;2;0
2014;Mercedes;41020_20ª RS Toledo;317.6;0;0;1;10;0;0
2015;Mercedes;41020_20ª RS Toledo;336.8;0;0;0;14;10;1
2016;Mercedes;41020_20ª RS Toledo;217.5;0;0;0;15;5;0
2017;Mercedes;41020_20ª RS Toledo;202.6;0;0;0;9;9;0
2013;Nova Santa Rosa;41020_20ª RS Toledo;194.9;0;0;0;16;0;1
2014;Nova Santa Rosa;41020_20ª RS Toledo;206.7;0;0;0;13;0;1
2015;Nova Santa Rosa;41020_20ª RS Toledo;257.4;0;0;0;10;8;3
2016;Nova Santa Rosa;41020_20ª RS Toledo;270.3;0;0;0;15;3;1
2017;Nova Santa Rosa;41020_20ª RS Toledo;238.4;2;2;0;15;2;1
2013;Ouro Verde do Oeste;41020_20ª RS Toledo;253.5;0;0;1;8;2;0
2014;Ouro Verde do Oeste;41020_20ª RS Toledo;247.8;0;0;0;6;0;0
2015;Ouro Verde do Oeste;41020_20ª RS Toledo;269.4;1;0;0;3;2;0
2016;Ouro Verde do Oeste;41020_20ª RS Toledo;263.5;1;1;0;7;6;1
2017;Ouro Verde do Oeste;41020_20ª RS Toledo;282.6;0;0;0;6;13;0
2013;Palotina;41020_20ª RS Toledo;1235.9;3;1;2;46;5;2
2014;Palotina;41020_20ª RS Toledo;1205.4;0;0;1;40;0;2
2015;Palotina;41020_20ª RS Toledo;1335.2;1;0;1;37;14;3
2016;Palotina;41020_20ª RS Toledo;1061.6;1;1;1;52;3;3
2017;Palotina;41020_20ª RS Toledo;1104.6;3;0;2;43;8;1
2013;Pato Bragado;41020_20ª RS Toledo;163.7;0;0;0;13;5;1
2014;Pato Bragado;41020_20ª RS Toledo;137.5;1;0;1;10;0;0
2015;Pato Bragado;41020_20ª RS Toledo;144.7;0;0;1;12;2;2
2016;Pato Bragado;41020_20ª RS Toledo;98.5;0;0;0;5;3;2
2017;Pato Bragado;41020_20ª RS Toledo;115.6;0;0;1;7;5;0
2013;Quatro Pontes;41020_20ª RS Toledo;244.6;0;0;0;6;0;3
2014;Quatro Pontes;41020_20ª RS Toledo;251.6;0;0;0;6;1;1
2015;Quatro Pontes;41020_20ª RS Toledo;235.1;0;0;0;6;0;0
2016;Quatro Pontes;41020_20ª RS Toledo;142.6;0;0;0;4;1;1
2017;Quatro Pontes;41020_20ª RS Toledo;159.4;0;0;0;4;1;0
2013;Santa Helena;41020_20ª RS Toledo;394.4;0;0;2;46;1;9
2014;Santa Helena;41020_20ª RS Toledo;412.9;0;0;0;42;6;9
2015;Santa Helena;41020_20ª RS Toledo;440.7;0;0;3;43;0;2
2016;Santa Helena;41020_20ª RS Toledo;411.5;2;2;2;40;11;2
2017;Santa Helena;41020_20ª RS Toledo;503.6;0;0;0;41;3;0
2013;São José das Palmeiras;41020_20ª RS Toledo;59;1;0;0;4;4;0
2014;São José das Palmeiras;41020_20ª RS Toledo;70.4;0;0;0;6;1;0
2015;São José das Palmeiras;41020_20ª RS Toledo;76;0;0;0;6;1;0
2016;São José das Palmeiras;41020_20ª RS Toledo;50.2;1;0;0;5;1;0
2017;São José das Palmeiras;41020_20ª RS Toledo;48.7;0;0;0;4;1;1
2013;São Pedro do Iguaçu;41020_20ª RS Toledo;228;1;1;0;12;2;2
2014;São Pedro do Iguaçu;41020_20ª RS Toledo;303.5;1;1;0;5;0;0
2015;São Pedro do Iguaçu;41020_20ª RS Toledo;272;0;0;0;3;2;2
2016;São Pedro do Iguaçu;41020_20ª RS Toledo;252;0;0;0;9;0;2
2017;São Pedro do Iguaçu;41020_20ª RS Toledo;228.3;2;2;0;10;5;0
2013;Terra Roxa;41020_20ª RS Toledo;668.1;0;0;3;20;1;3
2014;Terra Roxa;41020_20ª RS Toledo;621.9;0;0;1;23;3;4
2015;Terra Roxa;41020_20ª RS Toledo;917.9;0;0;1;26;3;3
2016;Terra Roxa;41020_20ª RS Toledo;991.4;0;0;1;22;1;2
2017;Terra Roxa;41020_20ª RS Toledo;933.1;1;0;0;22;17;2
2013;Toledo;41020_20ª RS Toledo;1300.7;8;2;5;132;67;4
2014;Toledo;41020_20ª RS Toledo;1349.1;1;0;12;159;68;12
2015;Toledo;41020_20ª RS Toledo;1580.1;0;0;8;147;74;17
2016;Toledo;41020_20ª RS Toledo;1481.2;0;0;9;130;68;12
2017;Toledo;41020_20ª RS Toledo;1422.8;1;0;10;152;105;15
2013;Tupãssi;41020_20ª RS Toledo;281.7;0;0;0;10;1;1
2014;Tupãssi;41020_20ª RS Toledo;333.5;2;2;0;9;1;1
2015;Tupãssi;41020_20ª RS Toledo;449.8;2;0;0;9;12;0
2016;Tupãssi;41020_20ª RS Toledo;363.4;1;0;0;8;7;0
2017;Tupãssi;41020_20ª RS Toledo;371;4;2;0;12;7;0
2013;Curiúva;41021_21ª RS Telêmaco Borba;80.2;0;0;1;9;0;2
2014;Curiúva;41021_21ª RS Telêmaco Borba;68.4;1;1;0;15;0;0
2015;Curiúva;41021_21ª RS Telêmaco Borba;99.3;0;0;0;13;1;1
2016;Curiúva;41021_21ª RS Telêmaco Borba;116.4;0;0;0;15;1;4
2017;Curiúva;41021_21ª RS Telêmaco Borba;110.8;0;0;1;16;0;0
2013;Imbaú;41021_21ª RS Telêmaco Borba;25.7;0;0;1;11;0;0
2014;Imbaú;41021_21ª RS Telêmaco Borba;40.2;1;1;0;10;0;0
2015;Imbaú;41021_21ª RS Telêmaco Borba;57;0;0;0;7;3;1
2016;Imbaú;41021_21ª RS Telêmaco Borba;60.4;0;0;0;12;6;0
2017;Imbaú;41021_21ª RS Telêmaco Borba;47.6;0;0;1;15;2;1
2013;Ortigueira;41021_21ª RS Telêmaco Borba;265.2;0;0;2;26;0;1
2014;Ortigueira;41021_21ª RS Telêmaco Borba;253.3;0;0;2;19;0;2
2015;Ortigueira;41021_21ª RS Telêmaco Borba;312.1;1;1;0;19;3;1
2016;Ortigueira;41021_21ª RS Telêmaco Borba;286.6;2;1;1;15;7;0
2017;Ortigueira;41021_21ª RS Telêmaco Borba;316.8;1;1;2;29;10;0
2013;Reserva;41021_21ª RS Telêmaco Borba;217.9;0;0;3;18;0;2
2014;Reserva;41021_21ª RS Telêmaco Borba;250.6;0;0;4;31;2;1
2015;Reserva;41021_21ª RS Telêmaco Borba;268;0;0;3;28;6;3
2016;Reserva;41021_21ª RS Telêmaco Borba;300.7;0;0;0;36;6;2
2017;Reserva;41021_21ª RS Telêmaco Borba;273.8;1;1;1;39;8;4
2013;Telêmaco Borba;41021_21ª RS Telêmaco Borba;25.8;0;0;4;66;7;6
2014;Telêmaco Borba;41021_21ª RS Telêmaco Borba;13.6;2;1;4;77;10;4
2015;Telêmaco Borba;41021_21ª RS Telêmaco Borba;14.2;2;0;7;91;32;4
2016;Telêmaco Borba;41021_21ª RS Telêmaco Borba;22.9;1;0;5;73;22;4
2017;Telêmaco Borba;41021_21ª RS Telêmaco Borba;73.9;5;2;4;89;62;1
2013;Tibagi;41021_21ª RS Telêmaco Borba;1534;0;0;1;24;1;2
2014;Tibagi;41021_21ª RS Telêmaco Borba;1741.9;0;0;1;23;1;8
2015;Tibagi;41021_21ª RS Telêmaco Borba;1930.4;0;0;1;37;0;2
2016;Tibagi;41021_21ª RS Telêmaco Borba;1840;1;1;0;28;2;3
2017;Tibagi;41021_21ª RS Telêmaco Borba;1680;0;0;2;20;7;2
2013;Ventania;41021_21ª RS Telêmaco Borba;374.4;0;0;1;11;0;0
2014;Ventania;41021_21ª RS Telêmaco Borba;527;3;1;0;12;1;0
2015;Ventania;41021_21ª RS Telêmaco Borba;499.8;0;0;1;4;2;2
2016;Ventania;41021_21ª RS Telêmaco Borba;442.3;0;0;0;8;4;0
2017;Ventania;41021_21ª RS Telêmaco Borba;397.8;0;0;0;8;4;0
2013;Arapuã;41022_22ª RS Ivaiporã;144.9;0;0;0;5;0;0
2014;Arapuã;41022_22ª RS Ivaiporã;158.3;0;0;0;5;0;0
2015;Arapuã;41022_22ª RS Ivaiporã;163.9;0;0;0;6;0;0
2016;Arapuã;41022_22ª RS Ivaiporã;165.7;0;0;0;11;0;0
2017;Arapuã;41022_22ª RS Ivaiporã;166.9;0;0;0;2;0;0
2013;Ariranha do Ivaí;41022_22ª RS Ivaiporã;160.3;2;2;0;6;0;0
2014;Ariranha do Ivaí;41022_22ª RS Ivaiporã;154.4;0;0;0;4;0;0
2015;Ariranha do Ivaí;41022_22ª RS Ivaiporã;143.3;0;0;0;2;1;0
2016;Ariranha do Ivaí;41022_22ª RS Ivaiporã;156.7;0;0;0;2;1;0
2017;Ariranha do Ivaí;41022_22ª RS Ivaiporã;167.2;0;0;0;7;0;0
2013;Cândido de Abreu;41022_22ª RS Ivaiporã;348.4;0;0;1;20;0;1
2014;Cândido de Abreu;41022_22ª RS Ivaiporã;304.8;0;0;0;17;1;1
2015;Cândido de Abreu;41022_22ª RS Ivaiporã;318.8;0;0;1;19;1;0
2016;Cândido de Abreu;41022_22ª RS Ivaiporã;338.3;0;0;0;13;1;1
2017;Cândido de Abreu;41022_22ª RS Ivaiporã;361.3;1;1;0;31;0;2
2013;Cruzmaltina;41022_22ª RS Ivaiporã;173.3;0;0;2;3;0;0
2014;Cruzmaltina;41022_22ª RS Ivaiporã;163.9;0;0;0;2;0;2
2015;Cruzmaltina;41022_22ª RS Ivaiporã;190.2;0;0;0;5;0;0
2016;Cruzmaltina;41022_22ª RS Ivaiporã;185;0;0;1;4;5;0
2017;Cruzmaltina;41022_22ª RS Ivaiporã;191.4;0;0;0;4;1;0
2013;Godoy Moreira;41022_22ª RS Ivaiporã;30.7;1;0;0;3;0;0
2014;Godoy Moreira;41022_22ª RS Ivaiporã;29;0;0;0;4;1;2
2015;Godoy Moreira;41022_22ª RS Ivaiporã;40.3;0;0;0;5;0;0
2016;Godoy Moreira;41022_22ª RS Ivaiporã;40.6;0;0;0;5;0;0
2017;Godoy Moreira;41022_22ª RS Ivaiporã;36.7;0;0;1;2;0;0
2013;Ivaiporã;41022_22ª RS Ivaiporã;309.2;0;0;1;38;1;3
2014;Ivaiporã;41022_22ª RS Ivaiporã;313.7;1;0;2;40;2;3
2015;Ivaiporã;41022_22ª RS Ivaiporã;336.9;2;0;1;43;4;3
2016;Ivaiporã;41022_22ª RS Ivaiporã;330;1;1;2;44;2;4
2017;Ivaiporã;41022_22ª RS Ivaiporã;341.5;3;0;0;40;12;3
2013;Jardim Alegre;41022_22ª RS Ivaiporã;149.2;0;0;0;16;0;0
2014;Jardim Alegre;41022_22ª RS Ivaiporã;168.4;0;0;1;22;0;1
2015;Jardim Alegre;41022_22ª RS Ivaiporã;176;0;0;0;21;0;1
2016;Jardim Alegre;41022_22ª RS Ivaiporã;178.6;0;0;0;15;0;1
2017;Jardim Alegre;41022_22ª RS Ivaiporã;183.1;0;0;0;20;0;2
2013;Lidianópolis;41022_22ª RS Ivaiporã;84.9;0;0;1;7;0;2
2014;Lidianópolis;41022_22ª RS Ivaiporã;83.4;0;0;0;7;0;1
2015;Lidianópolis;41022_22ª RS Ivaiporã;97.1;0;0;0;2;0;1
2016;Lidianópolis;41022_22ª RS Ivaiporã;97.2;0;0;0;6;0;0
2017;Lidianópolis;41022_22ª RS Ivaiporã;103.4;1;1;0;7;1;1
2013;Lunardelli;41022_22ª RS Ivaiporã;68.8;0;0;3;5;0;0
2014;Lunardelli;41022_22ª RS Ivaiporã;65.7;0;0;1;7;0;0
2015;Lunardelli;41022_22ª RS Ivaiporã;84.4;0;0;0;3;0;1
2016;Lunardelli;41022_22ª RS Ivaiporã;78.5;0;0;0;14;0;0
2017;Lunardelli;41022_22ª RS Ivaiporã;95;0;0;0;4;0;0
2013;Manoel Ribas;41022_22ª RS Ivaiporã;362.9;0;0;0;14;0;1
2014;Manoel Ribas;41022_22ª RS Ivaiporã;353.3;1;1;0;19;0;1
2015;Manoel Ribas;41022_22ª RS Ivaiporã;397;0;0;0;14;5;1
2016;Manoel Ribas;41022_22ª RS Ivaiporã;404.6;1;1;1;12;4;0
2017;Manoel Ribas;41022_22ª RS Ivaiporã;437.8;1;0;0;18;1;2
2013;Mato Rico;41022_22ª RS Ivaiporã;67;0;0;0;1;1;0
2014;Mato Rico;41022_22ª RS Ivaiporã;73.2;0;0;0;5;0;0
2015;Mato Rico;41022_22ª RS Ivaiporã;89.7;2;2;0;4;0;0
2016;Mato Rico;41022_22ª RS Ivaiporã;99;1;0;1;8;3;0
2017;Mato Rico;41022_22ª RS Ivaiporã;98.1;0;0;0;1;0;0
2013;Nova Tebas;41022_22ª RS Ivaiporã;90.2;3;1;1;5;0;0
2014;Nova Tebas;41022_22ª RS Ivaiporã;97.8;0;0;0;7;6;0
2015;Nova Tebas;41022_22ª RS Ivaiporã;127.1;0;0;0;6;1;0
2016;Nova Tebas;41022_22ª RS Ivaiporã;149.6;2;1;1;9;8;0
2017;Nova Tebas;41022_22ª RS Ivaiporã;131.4;3;0;0;7;15;0
2013;Rio Branco do Ivaí;41022_22ª RS Ivaiporã;85.4;0;0;0;9;0;2
2014;Rio Branco do Ivaí;41022_22ª RS Ivaiporã;109.6;0;0;0;4;0;0
2015;Rio Branco do Ivaí;41022_22ª RS Ivaiporã;128.7;0;0;0;8;0;1
2016;Rio Branco do Ivaí;41022_22ª RS Ivaiporã;138.3;1;1;0;8;0;0
2017;Rio Branco do Ivaí;41022_22ª RS Ivaiporã;160.3;0;0;1;4;0;0
2013;Rosário do Ivaí;41022_22ª RS Ivaiporã;34.2;0;0;3;6;0;0
2014;Rosário do Ivaí;41022_22ª RS Ivaiporã;46.8;0;0;0;11;0;2
2015;Rosário do Ivaí;41022_22ª RS Ivaiporã;66.5;0;0;0;8;0;0
2016;Rosário do Ivaí;41022_22ª RS Ivaiporã;71.5;0;0;1;5;0;1
2017;Rosário do Ivaí;41022_22ª RS Ivaiporã;69.6;0;0;0;6;0;0
2013;Santa Maria do Oeste;41022_22ª RS Ivaiporã;144.6;2;1;0;12;0;0
